iterazione,loss
35250, 0.0007
35300, 0.0007
35350, 0.0007
35400, 0.0006
35450, 0.0006
35500, 0.0006
35550, 0.0006
35600, 0.0006
35650, 0.0006
35700, 0.0006
35750, 0.0006
35800, 0.0006
35850, 0.0006
35900, 0.0006
35950, 0.0006
36000, 0.0006
36050, 0.0006
36100, 0.0006
36150, 0.0006
36200, 0.0006
36250, 0.0006
36300, 0.0006
36350, 0.0006
36400, 0.0006
36450, 0.0006
36500, 0.0006
36550, 0.0006
36600, 0.0006
36650, 0.0006
36700, 0.0006
36750, 0.0006
36800, 0.0006
36850, 0.0006
36900, 0.0006
36950, 0.0006
37000, 0.0006
37050, 0.0006
37100, 0.0006
37150, 0.0006
37200, 0.0006
37250, 0.0006
37300, 0.0006
37350, 0.0006
37400, 0.0006
37450, 0.0006
37500, 0.0006
37550, 0.0006
37600, 0.0006
37650, 0.0006
37700, 0.0006
37750, 0.0008
37800, 0.0008
37850, 0.0008
37900, 0.0008
37950, 0.0008
38000, 0.0008
38050, 0.0007
38100, 0.0007
38150, 0.0007
38200, 0.0007
38250, 0.0007
38300, 0.0007
38350, 0.0007
38400, 0.0007
38450, 0.0007
38500, 0.0007
38550, 0.0007
38600, 0.0007
38650, 0.0007
38700, 0.0007
38750, 0.0007
38800, 0.0007
38850, 0.0007
38900, 0.0007
38950, 0.0007
39000, 0.0007
39050, 0.0007
39100, 0.0007
39150, 0.0007
39200, 0.0007
39250, 0.0007
39300, 0.0007
39350, 0.0007
39400, 0.0007
39450, 0.0007
39500, 0.0007
39550, 0.0007
39600, 0.0007
39650, 0.0007
39700, 0.0007
39750, 0.0007
39800, 0.0007
39850, 0.0007
39900, 0.0007
39950, 0.0007
40000, 0.0007
